Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5339949131011963	0	20.612244897959183	10.998731515971881	72.0	9.0	20.612244897959183	10.998731515971881	1010	1010
0.7627568244934082	1	25.82051282051282	13.383632933783185	61.0	9.0	25.82051282051282	13.383632933783185	1007	2017
0.98236083984375	2	27.71794871794872	20.226852826859187	97.0	10.0	27.71794871794872	20.226852826859187	1081	3098
1.1892459392547607	3	36.32142857142857	20.911469121425366	85.0	11.0	36.32142857142857	20.911469121425366	1017	4115
1.3933157920837402	4	29.735294117647058	19.66530061918471	113.0	10.0	29.735294117647058	19.66530061918471	1011	5126
1.6023728847503662	5	43.458333333333336	21.457281527620303	92.0	10.0	43.458333333333336	21.457281527620303	1043	6169
1.819169044494629	6	39.55555555555556	20.249066431764817	92.0	12.0	39.55555555555556	20.249066431764817	1068	7237
2.020049810409546	7	52.89473684210526	23.20593104051341	108.0	18.0	52.89473684210526	23.20593104051341	1005	8242
2.2232859134674072	8	37.7037037037037	23.108143209242826	109.0	12.0	37.7037037037037	23.108143209242826	1018	9260
2.4280240535736084	9	55.94444444444444	37.52698617472531	137.0	15.0	55.94444444444444	37.52698617472531	1007	10267
2.635833740234375	10	52.5	29.41853157450249	150.0	15.0	52.5	29.41853157450249	1050	11317
2.8529019355773926	11	47.56521739130435	26.19961182413491	110.0	16.0	47.56521739130435	26.19961182413491	1094	12411
3.069415807723999	12	54.3	21.076289996107	102.0	25.0	54.3	21.076289996107	1086	13497
3.278562068939209	13	54.36842105263158	23.6692350315892	114.0	13.0	54.36842105263158	23.6692350315892	1033	14530
3.486149787902832	14	53.73684210526316	25.168572937532858	116.0	20.0	53.73684210526316	25.168572937532858	1021	15551
3.6860218048095703	15	50.7	15.92513736204495	87.0	13.0	50.7	15.92513736204495	1014	16565
3.8989367485046387	16	62.588235294117645	22.476285080134133	113.0	30.0	62.588235294117645	22.476285080134133	1064	17629
4.115257740020752	17	54.05	33.10358741888861	139.0	13.0	54.05	33.10358741888861	1081	18710
4.321337699890137	18	55.94444444444444	33.28575307882775	125.0	20.0	55.94444444444444	33.28575307882775	1007	19717
4.530058860778809	19	64.4375	35.566783573300526	163.0	26.0	64.4375	35.566783573300526	1031	20748
4.735457897186279	20	69.0	34.086165326517246	131.0	35.0	69.0	34.086165326517246	1035	21783
4.9494218826293945	21	72.73333333333333	36.50655953234828	137.0	35.0	72.73333333333333	36.50655953234828	1091	22874
5.159265041351318	22	80.38461538461539	38.108223343400994	180.0	33.0	80.38461538461539	38.108223343400994	1045	23919
5.366089820861816	23	78.61538461538461	40.11433363915708	148.0	18.0	78.61538461538461	40.11433363915708	1022	24941
5.579453945159912	24	72.33333333333333	39.85083297609837	157.0	24.0	72.33333333333333	39.85083297609837	1085	26026
5.8089399337768555	25	105.8	49.381778015782295	193.0	42.0	105.8	49.381778015782295	1058	27084
6.050071954727173	26	93.45454545454545	30.993734370803626	141.0	36.0	93.45454545454545	30.993734370803626	1028	28112
6.25433087348938	27	91.81818181818181	37.25542835814347	153.0	44.0	91.81818181818181	37.25542835814347	1010	29122
6.513019800186157	28	104.5	44.38749823993238	170.0	25.0	104.5	44.38749823993238	1045	30167
6.710233688354492	29	91.63636363636364	45.94517034124425	200.0	31.0	91.63636363636364	45.94517034124425	1008	31175
6.930599927902222	30	131.125	47.06229249622249	200.0	66.0	131.125	47.06229249622249	1049	32224
7.1458117961883545	31	80.46153846153847	38.49798273359544	137.0	19.0	80.46153846153847	38.49798273359544	1046	33270
7.378515958786011	32	142.75	43.03704799356015	200.0	60.0	142.75	43.03704799356015	1142	34412
7.601090908050537	33	135.5	50.21205034650547	200.0	51.0	135.5	50.21205034650547	1084	35496
7.820270776748657	34	123.33333333333333	35.95367389665021	200.0	68.0	123.33333333333333	35.95367389665021	1110	36606
8.046356916427612	35	140.875	33.479237969225046	200.0	93.0	140.875	33.479237969225046	1127	37733
8.274219989776611	36	111.8	48.14104278056303	176.0	25.0	111.8	48.14104278056303	1118	38851
8.497962951660156	37	138.875	30.75889099106143	200.0	110.0	138.875	30.75889099106143	1111	39962
8.70319676399231	38	149.85714285714286	50.21220276110628	189.0	39.0	149.85714285714286	50.21220276110628	1049	41011
8.930377960205078	39	190.16666666666666	17.189305460728256	200.0	153.0	190.16666666666666	17.189305460728256	1141	42152
9.145142078399658	40	153.85714285714286	29.652408099890454	187.0	91.0	153.85714285714286	29.652408099890454	1077	43229
9.384084939956665	41	138.875	36.9541523377279	200.0	69.0	138.875	36.9541523377279	1111	44340
9.656239748001099	42	148.625	47.291483112712804	200.0	56.0	148.625	47.291483112712804	1189	45529
9.862623929977417	43	148.57142857142858	44.80388102722844	200.0	99.0	148.57142857142858	44.80388102722844	1040	46569
10.070519924163818	44	128.5	36.69809259348502	200.0	66.0	128.5	36.69809259348502	1028	47597
10.289137840270996	45	154.0	44.00973918188045	200.0	78.0	154.0	44.00973918188045	1078	48675
10.512520790100098	46	122.44444444444444	31.1737464725657	165.0	64.0	122.44444444444444	31.1737464725657	1102	49777
10.743980884552002	47	125.33333333333333	55.32530062176697	200.0	34.0	125.33333333333333	55.32530062176697	1128	50905
10.960572957992554	48	124.55555555555556	53.34814609110634	200.0	50.0	124.55555555555556	53.34814609110634	1121	52026
11.173832893371582	49	126.75	49.53975676161521	200.0	51.0	126.75	49.53975676161521	1014	53040
11.376739740371704	50	114.22222222222223	22.66557731587105	144.0	73.0	114.22222222222223	22.66557731587105	1028	54068
